,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Court station name: 
(Entry required.)",,,A. N. Other,,,,,,,,,,JUDICIARY,,,,,,,,,,,,,,,,,,,,,,,,,
,11,Apr,2023,QRCC,E251,28,Jul,2022,,,,,Personal Injury (Running Down),Hon XYZ,,,,,,,Mention,Mention date set (in court),,18,Apr,2023,1,,,,,1,Yes,,,0,,,
,11,Apr,2023,QRCC,E186,10,Jun,2022,,,,,Commercial Suits,Hon XYZ,,,,,,,Mention,Directions given,,30,May,2023,,,1,,,1,Yes,,,0,,,
,11,Apr,2023,QRCC,E087,28,Mar,2022,,,,,Liquidated Claim,Hon XYZ,,,,,,,Mention,Judgment date given,,09,May,2023,1,,,,1,,No,,,0,,,
,11,Apr,2023,QRCC,E140,4,May,2022,,,,,Liquidated Claim,Hon XYZ,,,,,,,Mention,Mention date set (in court),,25,Apr,2023,1,,,,1,,Yes,,,0,,,
,11,Apr,2023,QRSUCC,410,30,May,2018,,,,,Succession (Probate & Administration - P&A),Hon A N Other,,,,,,,Mention,Mention date set (in court),,06,Jun,2023,1,2,,1,,,Yes,,,0,,,
,11,Apr,2023,QRCC,E179,16,Jul,2021,,,,,Commercial Suits,Hon XYZ,,,,,,,Mention,Mention date set (in court),,09,May,2023,1,,,2,,,Yes,,,0,,,
,11,Apr,2023,QRSUCC,90,20,Mar,2020,,,,,Succession (Probate & Administration - P&A),Hon XYZ,,,,,,,Summons for Confirmation,Grant Confirmed,,,,,1,,,,,,No,,,0,,,
,11,Apr,2023,QRSUCC,492,8,Nov,2019,,,,,Succession (Probate & Administration - P&A),Hon XYZ,,,,,,,Mention,Directions given,,,,,,4,,,,,Yes,,,0,,,
,11,Apr,2023,QRCC,596,29,Dec,2015,,,,,Liquidated Claim,Hon A N Other,,,,,,,Mention,Hearing date set (in court),,02,May,2023,2,,,1,,,Yes,,,0,,,
,11,Apr,2023,QRSUCC,686,22,Nov,2018,,,,,Succession (Probate & Administration - P&A),Hon XYZ,,,,,,,Summons for Confirmation,Further Mention,,25,Apr,2023,1,,,1,1,,Yes,,,0,,,
,11,Apr,2023,QRSUCC,E019,26,Jan,2022,,,,,Succession (Probate & Administration - P&A),Hon XYZ,,,,,,,Rectification of Grant,Grant Confirmed,,,,,1,,,,1,,No,,,0,,,
,11,Apr,2023,QRCC,286,2,Oct,2020,,,,,Personal Injury (Running Down),Hon XYZ,,,,,,,Mention,Judgment date given,,30,May,2023,1,,,,1,,Yes,,,0,,,
,11,Apr,2023,QRSUCC,E310,23,Nov,2021,,,,,Succession (Probate & Administration - P&A),Hon XYZ,,,,,,,Hearing- Application,Mention date set (in court),,23,May,2023,,1,,,1,,Yes,,,0,,,
,11,Apr,2023,QRCC,E156,18,May,2022,,,,,Liquidated Claim,Hon A N Other,,,,,,,Mention,Mention date set (in court),,06,Jun,2023,1,,,1,,,Yes,,,0,,,
,11,Apr,2023,QRCC,234,1,Aug,2015,,,,,Liquidated Claim,Hon XXXXXXX,,,,,,,Inter Parte Hearing,Mention date set (in court),,22,May,2023,2,,,1,,,Yes,,,0,,,
,11,Apr,2023,QRCC,556,11,Sep,2008,,,,,Personal Injury (Running Down),Hon XXXXXXX,,,,,,,Inter Parte Hearing,Hearing date set (in court),,03,May,2023,,1,,2,,1,Yes,,,0,,,
,11,Apr,2023,QRSUCC,276,22,May,2019,,,,,Succession (Probate & Administration - P&A),Hon XXXXXXX,,,,,,,Inter Parte Hearing,Adjournment,No proof of service,23,May,2023,,2,,1,1,,No,,,0,,,
,11,Apr,2023,QRCC,60,9,Feb,2018,,,,,Personal Injury (Running Down),Hon XYZ,,,,,,,Mention,Interlocutory Judgement entered,,23,May,2023,,1,,,1,,No,,,0,,,
,11,Apr,2023,QRCC,E284,21,Oct,2021,,,,,Liquidated Claim,Hon XYZ,,,,,,,Mention,Mention date set (in court),,25,Apr,2023,,1,,1,,,Yes,,,0,,,
,11,Apr,2023,QRCC,E240,22,Jul,2022,,,,,Malicious Prosecution,Hon XYZ,,,,,,,Mention,Hearing date set (in court),,23,May,2023,1,,,1,,1,Yes,,,0,,,
,11,Apr,2023,QRCC,E039,4,Dec,2020,,,,,Personal Injury (Running Down),Hon XYZ,,,,,,,Mention,Mention Date Given,,25,Apr,2023,,1,,1,,1,Yes,,,0,,,
,11,Apr,2023,QRCC,E345,22,Nov,2021,,,,,Liquidated Claim,Hon A N Other,,,,,,,Mention,Judgment date given,,16,May,2023,1,1,,1,1,,Yes,,,0,,,
,11,Apr,2023,QRCC,E098,24,Feb,2023,,,,,Liquidated Claim,Hon Abc Def,,,,,,,Hearing,Adjournment,Court on Leave,03,May,2023,1,,,3,1,,Yes,,,0,,,
,11,Apr,2023,QRCCMISC,E311,28,May,2021,,,,,Miscellaneous Application,Hon XXXXXXX,,,,,,,Hearing,Application dismissed,,,,,1,,,,2,,No,,,0,,,
,11,Apr,2023,QRCHCC,E010,3,Apr,2023,,,,,Custody and Maintenance,Hon A N Other,,,,,,,Hearing of Applications,Mention date set (in court),,09,May,2023,,1,,1,,,Yes,,,0,,,
,11,Apr,2023,QRSUCC,E044,15,Feb,2022,,,,,Succession (Probate & Administration - P&A),Hon A N Other,,,,,,,Hearing- Application,Mention date set (in court),,09,May,2023,1,1,,1,,,Yes,,,0,,,
,11,Apr,2023,QRCC,E433,30,Dec,2022,,,,,Personal Injury (Running Down),Hon A N Other,,,,,,,Mention,Hearing date set (in court),,11,May,2023,1,,,1,,,Yes,,,0,,,
,11,Apr,2023,QRELCMISC,E008,23,Mar,2023,,,,,Environmental and Land Miscellaneous,Hon XXXXXXX,,,,,,,Mention,Application Allowed,,,,,1,,,1,,,No,,,0,,,
,11,Apr,2023,QRELC,E039,6,May,2022,,,,,Environment and Land Cases,Hon XYZ,,,,,,,Certificate of urgency,Directions given,,22,Aug,2023,1,,,,1,,Yes,,,0,Certificate of urgency activity auto-created ,,
,11,Apr,2023,QRCC,E141,5,May,2022,,,,,Liquidated Claim,Hon XYZ,,,,,,,Certificate of urgency,Not  Certified Urgent,,10,May,2023,1,,,1,,,Yes,,,0,Certificate of urgency activity auto-created ,,
,11,Apr,2023,QRCC,179,22,Jul,2020,,,,,Liquidated Claim,Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,09,May,2023,1,,,1,,,Yes,,,0,,,
,11,Apr,2023,QRELC,E036,11,Apr,2023,,,,,Environment and Land Cases,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,1,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,11,Apr,2023,QRELC,E037,11,Apr,2023,,,,,Environment and Land Cases,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,,1,,1,1,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,11,Apr,2023,QRELC,E038,11,Apr,2023,,,,,Environment and Land Cases,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,1,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,11,Apr,2023,QRCC,E171,11,Apr,2023,,,,,Liquidated Claim,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,,,1,1,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,11,Apr,2023,QRCC,E172,11,Apr,2023,,,,,Personal Injury (Running Down),Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,,1,,,,1,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,11,Apr,2023,QRSUCC,E086,11,Apr,2023,,,,,Succession (Probate & Administration - P&A),Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,1,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,11,Apr,2023,QRCC,E061,1,Mar,2022,,,,,Liquidated Claim,Hon Abc Def,,,,,,,Certificate of urgency,Not certified urgent,,10,May,2023,,1,,,1,1,Yes,,,0,Certificate of urgency activity auto-created ,,
,11,Apr,2023,QRCC,274,18,Sep,2020,,,,,Commercial Suits,Hon XYZ,,,,,,,Certificate of urgency,Not certified urgent,,10,May,2023,1,,,1,,,Yes,,,0,Certificate of urgency activity auto-created ,,
,11,Apr,2023,QRSUCCMISC,E063,28,Mar,2023,,,,,Miscellaneous Succession ,Hon XYZ,,,,,,,Orders,Limited Grant Issued,,,,,,2,,1,,,No,,,0,,,
,11,Apr,2023,QRSUCC,E099,10,May,2021,,,,,Succession (Probate & Administration - P&A),Hon XXXXXXX,,,,,,,Mention,Directions given,,,,,1,1,,2,,,No,,,0,,,
,11,Apr,2023,QRCHCC,E011,11,Apr,2023,,,,,Custody and Maintenance,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,12,Apr,2023,,1,,1,,,Yes,,,,Outcome updated outomatically during registrations,,
,11,Apr,2023,QRCC,E203,24,Jun,2022,,,,,Liquidated Claim,Hon A N Other,,,,,,,Entering Interlocutory Judgments,Interlocutory Judgement entered,,,,,,1,,1,,,No,,,0,,,
,12,Apr,2023,QRCC,E047,2,Feb,2023,,,,,Personal Injury (Running Down),Hon Abc Def,,,,,,,Mention,Mention date set (in court),,18,May,2023,1,,,2,1,,Yes,,,0,,,
,12,Apr,2023,QRCC,E131,27,Mar,2023,,,,,Commercial Suits,Hon Abc Def,,,,,,,Inter Parte Hearing,Directions given,,10,May,2023,1,,,1,,1,Yes,1,,0,,,
,12,Apr,2023,QRCCMISC,E229,12,Apr,2023,,,,,Miscellaneous Application,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,,,,1,,1,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,12,Apr,2023,QRCC,E175,12,Apr,2023,,,,,Liquidated Claim,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,1,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,12,Apr,2023,QRCC,E051,2,Feb,2023,,,,,Liquidated Claim,Hon Abc Def,,,,,,,Mention,Mention date set (in court),,17,May,2023,1,,,,,1,Yes,,,0,,,
,12,Apr,2023,QRCC,E064,9,Feb,2023,,,,,Personal Injury (Running Down),Hon Abc Def,,,,,,,Mention,Mention date set (in court),,25,Apr,2023,1,,,,,1,Yes,,,0,,,
,12,Apr,2023,QRCC,E042,28,Jan,2023,,,,,Personal Injury (Running Down),Hon Abc Def,,,,,,,Mention,Mention date set (in court),,,,,1,,,2,1,,Yes,,,0,,,
,12,Apr,2023,QRCC,E007,6,Jan,2023,,,,,Liquidated Claim,Hon Abc Def,,,,,,,Mention,Mention date set (in court),,15,May,2023,,1,,,1,,Yes,,,0,,,
,12,Apr,2023,QRCC,E174,12,Apr,2023,,,,,Personal Injury (Running Down),Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,2,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,12,Apr,2023,QRCC,E013,6,Jan,2023,,,,,Liquidated Claim,Hon Abc Def,,,,,,,Mention,Mention date set (in court),,15,May,2023,1,,,1,1,,Yes,,,0,,,
,12,Apr,2023,QRCC,E041,28,Jan,2023,,,,,Personal Injury (Running Down),Hon Abc Def,,,,,,,Mention,Mention date set (in court),,18,May,2023,1,,,1,2,,Yes,,,0,,,
,12,Apr,2023,QRCC,E045,30,Jan,2023,,,,,Personal Injury (Running Down),Hon Abc Def,,,,,,,Mention,Mention date set (in court),,15,May,2023,,1,,1,,,Yes,,,0,,,
,12,Apr,2023,QRSUCC,E349,30,Dec,2022,,,,,Succession (Probate & Administration - P&A),Hon Abc Def,,,,,,,Certificate of urgency,Directions given,,10,May,2023,1,1,,3,,,No,,,0,Certificate of urgency activity auto-created ,,
,12,Apr,2023,QRCC,E025,18,Jan,2023,,,,,Liquidated Claim,Hon Abc Def,,,,,,,Mention,Mention date set (in court),,25,Apr,2023,,1,,,1,,Yes,,,0,,,
,12,Apr,2023,QRELC,E031,28,Mar,2023,,,,,Environment and Land Cases,Hon Abc Def,,,,,,,Inter Parte Hearing,Hearing date set (in court),,11,May,2023,,1,,6,1,,Yes,,,0,,,
,12,Apr,2023,QRCC,E062,7,Feb,2023,,,,,Personal Injury (Running Down),Hon Abc Def,,,,,,,Mention,Mention date set (in court),,25,Apr,2023,1,,,2,,1,Yes,,,0,,,
,12,Apr,2023,QRCC,E043,30,Jan,2023,,,,,Personal Injury (Running Down),Hon Abc Def,,,,,,,Mention,Mention date set (in court),,15,May,2023,1,,,1,,,Yes,,,0,,,
,12,Apr,2023,QRCC,E006,6,Jan,2023,,,,,Liquidated Claim,Hon Abc Def,,,,,,,Mention,Mention date set (in court),,,,,1,,,1,1,,Yes,,,0,,,
,12,Apr,2023,QRCC,E093,23,Feb,2023,,,,,Personal Injury (Running Down),Hon Abc Def,,,,,,,Mention,Mention date set (in court),,15,May,2023,,1,,,1,,Yes,,,0,,,
,12,Apr,2023,QRCCMISC,E228,12,Apr,2023,,,,,Miscellaneous Application,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,,,2,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,12,Apr,2023,QRELC,E017,14,Feb,2023,,,,,Environment and Land Cases,Hon XXXXXXX,,,,,,,Mention,Adjournment,Judicial officer on transfer,18,May,2023,1,,,,,1,No,,,0,,,
,12,Apr,2023,QRSUCC,E087,12,Apr,2023,,,,,Succession (Probate & Administration - P&A),Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,1,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,12,Apr,2023,QRCC,29,28,Jan,2020,,,,,Commercial Suits,Hon XYZ,,,,,,,Directions,Directions given,,18,Apr,2023,1,,,1,,,Yes,,,0,,,
,12,Apr,2023,QRCHCC,E011,11,Apr,2023,,,,,Custody and Maintenance,Hon XYZ,,,,,,,Certificate of urgency,Directions given,,23,May,2023,,1,,1,,,Yes,,,0,Certificate of urgency activity auto-created ,,
,12,Apr,2023,QRCC,E097,24,Feb,2023,,,,,Liquidated Claim,Hon Abc Def,,,,,,,Mention,Mention date set (in court),,31,May,2023,1,,,,1,,Yes,,,0,,,
,12,Apr,2023,QRCC,E048,2,Feb,2023,,,,,Personal Injury (Running Down),Hon Abc Def,,,,,,,Mention,Hearing date set (in court),,18,May,2023,1,,,,,1,Yes,,,0,,,
,12,Apr,2023,QRSUCC,E162,17,Jun,2022,,,,,Succession (Probate & Administration - P&A),Hon Abc Def,,,,,,,Mention,Mention date set (in court),,10,May,2023,2,,,1,,,Yes,,,0,,,
,12,Apr,2023,QRCC,E089,20,Feb,2023,,,,,Liquidated Claim,Hon Abc Def,,,,,,,Mention,Mention date set (in court),,31,May,2023,,1,,,,1,Yes,,,0,,,
,12,Apr,2023,QRCC,E176,12,Apr,2023,,,,,Liquidated Claim,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,,1,,1,,1,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,12,Apr,2023,QRCC,E090,20,Feb,2023,,,,,Liquidated Claim,Hon Abc Def,,,,,,,Mention,Mention date set (in court),,31,May,2023,1,,,,,1,Yes,,,0,,,
,12,Apr,2023,QRCC,E112,8,Mar,2023,,,,,Liquidated Claim,Hon Abc Def,,,,,,,Mention,Mention date set (in court),,31,May,2023,,1,,1,,,Yes,,,0,,,
,12,Apr,2023,QRCC,E060,6,Feb,2023,,,,,Commercial Suits,Hon Abc Def,,,,,,,Mention,Mention date set (in court),,31,May,2023,,1,,1,,,Yes,,,0,,,
,12,Apr,2023,QRCC,136,21,Mar,2016,,,,,Liquidated Claim,Hon XYZ,,,,,,,Certificate of urgency,Directions given,,24,Apr,2023,,1,,1,,,Yes,,,0,,,
,12,Apr,2023,QRCC,E101,1,Mar,2023,,,,,Liquidated Claim,Hon Abc Def,,,,,,,Mention,Mention date set (in court),,25,Apr,2023,1,,,,,2,Yes,,,0,,,
,12,Apr,2023,QRCC,E083,17,Feb,2023,,,,,Liquidated Claim,Hon Abc Def,,,,,,,Mention,Mention date set (in court),,25,Apr,2023,1,,,1,,,No,,,0,,,
,12,Apr,2023,QRELC,E039,6,May,2022,,,,,Environment and Land Cases,Hon XYZ,,,,,,,Hearing- Application,Consent Recorded,,11,Apr,2023,1,,,,1,,Yes,,,0,,,
,12,Apr,2023,QRCC,E268,19,Aug,2022,,,,,Personal Injury (Running Down),Hon Abc Def,,,,,,,Pre-Trial Conference,Hearing date set (in court),,31,May,2023,,1,,,,,Yes,,,0,,,
,12,Apr,2023,QRSUCC,E088,12,Apr,2023,,,,,Succession (Probate & Administration - P&A),Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,1,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,13,Apr,2023,QRSUCCMISC,E075,13,Apr,2023,,,,,Miscellaneous Succession ,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,1,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,13,Apr,2023,QRELC,E092,29,Dec,2021,,,,,Environment and Land Cases,Hon XXXXXXX,,,,,,,Mention,Directions given,,,,,1,,,,1,,No,,,0,,,
,13,Apr,2023,QRCCMISC,E231,13,Apr,2023,,,,,Miscellaneous Application,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,1,,1,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,13,Apr,2023,QRCCMISC,E159,28,Feb,2023,,,,,Miscellaneous Application,Hon XXXXXXX,,,,,,,Ruling,Ruling delivered,,,,,1,,,1,,,No,,,0,,,
,13,Apr,2023,QRCC,58,17,Feb,2020,,,,,Commercial Suits,Hon XXXXXXX,,,,,,,Ruling,Ruling date given,,20,Apr,2023,1,1,,,,2,Yes,,,0,,,
,13,Apr,2023,QRSUCC,9,10,Jan,2019,,,,,Succession (Probate & Administration - P&A),Hon XXXXXXX,,,,,,,Summons for Confirmation,Adjournment,Judicial officer on transfer,04,May,2023,1,,,1,,,No,,,0,,,
,13,Apr,2023,QRCC,E118,19,Apr,2022,,,,,Medical Negligence,Hon A N Other,,,,,,,Ruling,Ruling delivered,,,,,,1,,,,1,Yes,,,0,,,
,13,Apr,2023,QRCC,E102,1,Mar,2023,,,,,Liquidated Claim,Hon A N Other,,,,,,,Inter Parte Hearing,Application heard,,25,Apr,2023,,,1,1,,,Yes,,,0,,,
,13,Apr,2023,QRCC,E178,13,Apr,2023,,,,,Liquidated Claim,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,17,Apr,2023,,,1,1,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,13,Apr,2023,QRSUCC,E089,13,Apr,2023,,,,,Succession (Probate & Administration - P&A),Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,2,,,,1,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,13,Apr,2023,QRELC,E004,16,Nov,2020,,,,,Environment and Land Cases,Hon XXXXXXX,,,,,,,Mention,Adjournment,Judicial officer on transfer,18,May,2023,1,,,4,,,Yes,,,0,,,
,13,Apr,2023,QRCC,E177,13,Apr,2023,,,,,Personal Injury (Running Down),Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,06,Jun,2023,1,,,,,1,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,13,Apr,2023,QRSUCCMISC,E076,13,Apr,2023,,,,,Miscellaneous Succession ,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,25,Apr,2023,1,,,1,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,13,Apr,2023,QRCCMISC,E230,13,Apr,2023,,,,,Miscellaneous Application,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,,1,,2,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,13,Apr,2023,QRSUCC,E287,8,Nov,2022,,,,,Succession (Probate & Administration - P&A),Hon WWWWWW,,,,,,,Certificate of urgency,Certified urgent,,11,May,2023,1,,,1,1,,No,,,0,Certificate of urgency activity auto-created ,,
,13,Apr,2023,QRSUCCMISC,E078,13,Apr,2023,,,,,Miscellaneous Succession ,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,1,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,13,Apr,2023,QRCC,136,21,Mar,2016,,,,,Liquidated Claim,Hon WWWWWW,,,,,,,Certificate of urgency,Not  Certified Urgent,,12,Apr,2023,,1,,1,,,Yes,,,0,Certificate of urgency activity auto-created ,,
,13,Apr,2023,QRELC,E039,13,Apr,2023,,,,,Environment and Land Cases,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,27,Apr,2023,1,,,,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,13,Apr,2023,QRSUCCMISC,E077,13,Apr,2023,,,,,Miscellaneous Succession ,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,25,Apr,2023,1,,,1,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,13,Apr,2023,QRCC,137,20,Apr,2017,,,,,Commercial Suits,Hon XXXXXXX,,,,,,,Inter Parte Hearing,Ruling date given,,23,Jun,2023,1,1,,2,,2,Yes,,,0,,,
,13,Apr,2023,QRCC,178,13,Apr,2023,,,,,Commercial Suits,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,13,Apr,2023,2,,,,,1,No,,,,Outcome updated outomatically during registrations,,
,13,Apr,2023,QRCCMISC,E232,13,Apr,2023,,,,,Miscellaneous Application,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,,,,,1,1,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,13,Apr,2023,QRCC,E145,16,Jun,2021,,,,,Personal Injury (Running Down),Hon XXXXXXX,,,,,,,Mention,Mention date set (in court),,13,Jun,2023,1,,,1,,,Yes,,,0,,,
,13,Apr,2023,QRCC,159,10,Jul,2020,,,,,Personal Injury (Running Down),Hon XXXXXXX,,,,,,,Hearing,Adjournment,Judicial officer on transfer,29,Jun,2023,1,,,1,,1,Yes,,,0,,,
,13,Apr,2023,QRCC,E095,23,Apr,2021,,,,,Commercial Suits,Hon XXXXXXX,,,,,,,Ruling,Ruling date given,,17,Apr,2023,1,,1,,,1,Yes,,,0,,,
,14,Apr,2023,QRCC,E090,16,Apr,2021,,,,,Personal Injury (Running Down),Hon XYZ,,,,,,,Certificate of urgency,Certified urgent,,20,Apr,2023,1,,,1,,1,Yes,,,0,Certificate of urgency activity auto-created ,,
,14,Apr,2023,QRCCMISC,E233,14,Apr,2023,,,,,Miscellaneous Application,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,1,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,14,Apr,2023,QRCCMISC,E234,14,Apr,2023,,,,,Miscellaneous Application,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,1,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,14,Apr,2023,QRCC,E184,14,Apr,2023,,,,,Liquidated Claim,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,,1,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,14,Apr,2023,QRCC,E183,14,Apr,2023,,,,,Personal Injury (Running Down),Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,2,,,1,1,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,14,Apr,2023,QRCC,E104,2,Mar,2023,,,,,Liquidated Claim,Hon XYZ,,,,,,,Entering Interlocutory Judgments,Judgment delivered- case closed,,,,,1,,,1,,,No,,,0,,,
,14,Apr,2023,QRCC,E182,14,Apr,2023,,,,,Liquidated Claim,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,,1,,,1,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,14,Apr,2023,QRCHCC,E009,24,Mar,2023,,,,,Custody and Maintenance,Hon XYZ,,,,,,,Certificate of urgency,Directions given,,10,May,2023,,1,,1,,,Yes,,,0,,,
,14,Apr,2023,QRCC,E181,14,Apr,2023,,,,,Personal Injury (Running Down),Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,,,1,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,14,Apr,2023,QRCCMISC,E235,14,Apr,2023,,,,,Miscellaneous Application,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,2,,,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,14,Apr,2023,QRCC,E180,14,Apr,2023,,,,,Personal Injury (Running Down),Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,1,,,1,1,1,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,14,Apr,2023,QRCC,E179,14,Apr,2023,,,,,Liquidated Claim,Hon Reg Act,,,,,,,Registration/Filing,Case Registered/Filed,,,,,,,1,,,1,No,,,,"Case Registered and Paid via E-Payment,Outcome updated automatically",,
,14,Apr,2023,QRCHCC,E003,20,Jan,2023,,,,,Custody and Maintenance,Hon XXXXXXX,,,,,,,Ruling,Ruling Date Set,,20,Apr,2023,,1,,2,1,,Yes,,,0,,,
,17,Apr,2023,QRCC,E324,8,Nov,2021,,,,,Liquidated Claim,Hon WWWWWW,,,,,,,Notice to Show Cause (NTSC),Hearing date set (in court),,22,May,2023,1,,,1,,,Yes,,,0,,,
,17,Apr,2023,QRCC,16,24,Jan,2019,,,,,Liquidated Claim,Hon WWWWWW,,,,,,,Notice to Show Cause (NTSC),Hearing date set (in court),,22,May,2023,1,,,1,,,No,,,0,,,
,17,Apr,2023,QRCC,E168,7,Jul,2021,,,,,Personal Injury (Running Down),Hon WWWWWW,,,,,,,Judgment,Judgment delivered- case closed,,,,,,1,,,,1,Yes,,,0,,,
,17,Apr,2023,QRCC,212,29,Apr,2015,,,,,Personal Injury (Running Down),Hon WWWWWW,,,,,,,Taxation,Ruling date given,,22,May,2023,1,,,2,,,Yes,,,0,,,
,17,Apr,2023,QRCC,29,28,Jan,2020,,,,,Commercial Suits,Hon WWWWWW,,,,,,,Hearing- Application,Mention date set (in court),,12,Apr,2023,1,,,1,,,Yes,,,0,,,
,17,Apr,2023,QRCC,E014,19,Jan,2021,,,,,Personal Injury (Running Down),Hon WWWWWW,,,,,,,Mention,Judgment date given,,22,May,2023,1,,,1,,,Yes,,,0,,,
,17,Apr,2023,QRCC,246,2,Sep,2020,,,,,Commercial Suits,Hon WWWWWW,,,,,,,Mention,Judgment date given,,22,May,2023,1,,,,,,Yes,,,0,,,
,17,Apr,2023,QRCC,E001,3,Jan,2022,,,,,Personal Injury (Running Down),Hon WWWWWW,,,,,,,Mention,Mention date set (in court),,22,May,2023,1,,,1,,1,Yes,,,0,,,
,17,Apr,2023,QRCC,E115,14,Apr,2022,,,,,Liquidated Claim,Hon XXXXXXX,,,,,,,Mention,Ruling date given,,23,Jun,2023,2,2,,1,1,,Yes,,,0,,,
,17,Apr,2023,QRCC,E250,27,Jul,2022,,,,,Personal Injury (Running Down),Hon WWWWWW,,,,,,,Mention,Mention date set (in court),,22,May,2023,1,,,,1,3,Yes,,,0,,,
,17,Apr,2023,QRCC,E278,26,Aug,2022,,,,,Personal Injury (Running Down),Hon WWWWWW,,,,,,,Mention,Mention date set (in court),,22,May,2023,1,,,,1,2,Yes,,,0,,,
